answer,dist1,dist2,conj_term1,conj_term2
representation,worker,art,mannequin,abstractionism
representation,object,change,mannequin,blur
representation,artifact,process,mannequin,prefiguration
sport,action,object,riding,football
sport,travel,object,jackknife,football
vessel,craft,change,gondola,vein
vessel,artifact,artery,gondola,arteriole
vessel,boat,artery,gondola,aorta
vessel,artifact,vein,gondola,venule
vessel,artifact,vein,gondola,superior vena cava
vessel,boat,vein,gondola,inferior vena cava
vessel,craft,change,carrack,vein
vessel,craft,artery,carrack,arteriole
vessel,vehicle,artery,carrack,aorta
vessel,craft,vein,carrack,venule
vessel,craft,vein,carrack,superior vena cava
agreement,act,group,conformity,entente
agreement,act,message,conformity,covenant
agreement,quality,communication,conformity,indenture
agreement,act,communication,conformity,conspiracy
agreement,quality,message,conformity,charter
agreement,quality,communication,conformity,concession
agreement,quality,contract,conformity,lease
agreement,group,quality,entente,justness
agreement,group,state,entente,covenant
agreement,quality,communication,justness,covenant
agreement,quality,act,justness,bargain
board,object,organization,gunwale,directorate
board,state,organization,wale,directorate
board,injury,furniture,wale,cabinet
board,group,artifact,directorate,skid
medicine,drug,science,hexachlorophene,geriatrics
medicine,drug,science,hexachlorophene,gynecology
medicine,drug,science,hexachlorophene,oncology
medicine,drug,science,hexachlorophene,hematology
medicine,drug,science,hexachlorophene,immunopathology
medicine,drug,science,hexachlorophene,neonatology
medicine,drug,science,hexachlorophene,dentistry
medicine,drug,science,hexachlorophene,endocrinology
medicine,drug,science,hexachlorophene,toxicology
medicine,drug,science,hexachlorophene,urology
medicine,drug,science,hexachlorophene,obstetrics
rate,artifact,ratio,footage,frequency
rate,artifact,property,footage,sequence
rate,object,change,footage,deceleration
rate,object,document,footage,reorder
rate,object,act,footage,countermarch
rate,artifact,software,footage,upgrade
rate,object,event,footage,usury
rate,artifact,change,footage,invert
rate,artifact,energy,footage,infrared
rate,artifact,event,footage,attendance
rate,object,function,footage,isometry
writing,document,object,brevet,tanka
writing,communication,act,brevet,lexicography
writing,document,event,brevet,superscription
writing,communication,activity,brevet,drafting
writing,document,act,brevet,dramatization
writing,document,text,brevet,heading
writing,document,object,brevet,shirttail
writing,document,act,brevet,novelization
writing,document,act,brevet,revision
writing,document,text,brevet,pentameter
writing,document,act,brevet,rewrite
growth,event,group,germination,vegetation
growth,happening,object,germination,fructification
growth,group,object,vegetation,fructification
growth,collection,activity,vegetation,suppression
growth,object,activity,fructification,suppression
communication,writing,information,brevet,news
communication,document,act,brevet,promotion
communication,document,statement,brevet,misinterpretation
communication,writing,music,brevet,polytonality
communication,document,symbol,brevet,resh
communication,writing,device,brevet,oxymoron
communication,writing,statement,brevet,ipse dixit
communication,writing,message,brevet,pap
communication,writing,examination,brevet,oral
communication,writing,message,brevet,vituperation
communication,writing,event,brevet,propagation
informing,report,state,megillah,alert
informing,report,state,rumor,alert
informing,trait,communication,caution,report
structure,building,tissue,lazaretto,tooth
structure,building,clothing,lazaretto,millinery
structure,building,room,lazaretto,box
structure,building,person,lazaretto,tribune
structure,artifact,property,lazaretto,cytoarchitecture
structure,building,device,lazaretto,chandlery
structure,building,plant,lazaretto,smelter
structure,building,table,lazaretto,booth
structure,building,plant,lazaretto,sweatshop
structure,building,group,lazaretto,chicane
structure,building,activity,lazaretto,cabaret
painting,covering,activity,gouache,impasto
painting,artifact,activity,seascape,impasto
painting,area,covering,seascape,watercolor
painting,event,object,impasto,miniature
painting,act,artifact,impasto,watercolor
painting,activity,object,impasto,canvas
painting,state,event,nude,fresco
painting,state,fabric,nude,canvas
painting,act,covering,fresco,watercolor
painting,covering,care,watercolor,landscape
molecule,protein,oil,keratin,attar
molecule,protein,object,keratin,arrowroot
molecule,protein,root,keratin,cassava
molecule,protein,oil,keratin,linalool
molecule,protein,oil,keratin,lemongrass
molecule,protein,herb,keratin,arum
molecule,protein,material,keratin,turpentine
molecule,protein,action,keratin,shortening
molecule,protein,oil,keratin,grease
molecule,protein,increase,keratin,wax
molecule,protein,change,keratin,starch
language,activity,message,construction,referent
language,event,control,construction,phrase
language,activity,state,construction,sentence
language,message,control,referent,phrase
language,message,state,referent,sentence
language,event,music,barrage,phrase
language,activity,state,barrage,sentence
language,change,control,complement,phrase
language,change,state,complement,sentence
language,control,state,phrase,sentence
appearance,quality,event,winsomeness,egress
appearance,quality,event,winsomeness,materialization
appearance,quality,event,winsomeness,manifestation
appearance,quality,happening,winsomeness,theophany
appearance,quality,belief,winsomeness,apparition
appearance,quality,happening,winsomeness,epiphany
appearance,quality,happening,chasteness,egress
appearance,quality,event,chasteness,materialization
appearance,quality,happening,chasteness,manifestation
appearance,quality,happening,chasteness,theophany
appearance,quality,happening,chasteness,apparition
